timestamp,is_random_set,training records,validation records,spatial_dropout_prop,recurr_units,recurrent_regularizer_l1_factor,recurrent_regularizer_l2_factor,recurrent_dropout_prop,conv_units,kernel_size_1,kernel_size_2,dense_units_1,dense_units_2,dropout_prop,lr,lr_decay_rate,lr_decay_step,batch_size,epochs,best_training_step,best_val_rmse,val_loss,val_rmse__last_10_avg,val_loss__last_10_avg,train_rmse__last_10_avg,train_loss__last_10_avg,local_path
20200808-042742,1,7352,1298,0.02,41,0.0314,0.01171,0.00014,15,2,2,11,8,0.26,0.0115,0.39,37,512,120,61,0.72214663,2.470645775,0.7369672,1.174805276,0.363818938,0.491706999,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-042742
20200808-045623,1,7352,1298,0.06,91,0.02534,0.00867,0.0116,30,4,3,38,30,0.47,0.0181,0.11,28,512,120,52,0.680327356,3.463359294,0.697104937,0.853019972,0.4207039,0.296095968,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-045623
20200808-052713,1,7352,1298,0.38,112,0.011,0.00982,9.00E-05,9,3,3,7,2,0.32,0.0176,0.56,38,512,120,101,0.801325023,5.570642005,0.841200602,4.429701938,0.797264367,4.39244801,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-052713
20200808-055852,1,7352,1298,0.61,103,0.02572,0.00527,0.00586,17,5,3,24,8,0.58,0.0183,0.27,23,512,120,22,0.70000881,30.4896694,0.729846632,0.926332865,0.746942788,0.990664556,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-055852
20200808-063122,1,7352,1298,0.6,97,0.00817,0.03161,0.01331,16,3,2,19,4,0.2,0.0125,0.18,13,512,120,57,0.708152056,0.805291394,0.708333302,0.80040956,0.778602314,0.972479152,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-063122
20200808-070302,1,7352,1298,0.37,118,0.02035,0.03401,0.00043,22,3,5,47,40,0.62,0.0057,0.14,50,512,120,52,0.694336593,2.026180518,0.708793223,1.02821259,0.563953292,0.679489996,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-070302
20200808-073607,1,7352,1298,0.68,73,0.01948,0.01563,0.00609,30,4,4,25,19,0.6,0.0053,0.38,29,512,120,107,0.75761658,1.103696835,0.762602895,1.025033545,0.796779954,1.104202252,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-073607
20200808-080609,1,7352,1298,0.3,88,0.01814,0.0084,0.00335,20,3,2,42,41,0.79,0.033,0.15,38,512,120,69,0.735145509,4.987091985,0.750571722,1.18816062,0.697149009,1.0435827,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-080609
20200808-083601,1,7352,1298,0.32,46,0.00945,0.02147,0.01087,24,2,2,38,37,0.67,0.0274,0.06,24,512,120,37,0.748447299,1.093381835,0.750160265,0.903785526,0.683085471,0.697679191,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-083601
20200808-090516,1,7352,1298,0.27,119,0.02614,0.01834,0.01348,7,5,4,60,52,0.43,0.0102,0.06,45,512,120,78,0.697767138,2.387082623,0.713654202,0.970105271,0.482490933,0.425437866,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-090516
20200808-122710,1,7352,1298,0.17,20,0.03448,0.04156,0.00587,30,2,6,39,22,0.45,0.0108,0.05,39,512,120,48,0.701819539,0.889180445,0.711096877,0.848001933,0.467360699,0.34383247,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-122710
20200808-125643,1,7352,1298,0.46,102,0.01683,0.01544,0.00973,11,3,2,24,18,0.64,0.0204,0.11,40,512,120,29,0.686337233,22.50077851,0.706118214,1.051907036,0.659694362,0.946307565,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-125643
20200808-132755,1,7352,1298,0.14,102,0.03803,0.01611,0.0199,6,2,2,14,9,0.45,0.0065,0.23,37,512,120,19,0.719986677,16.40720002,0.765881258,1.150869405,0.70933212,1.003163431,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-132755
20200808-135856,1,7352,1298,0.08,92,0.0387,0.00991,0.00595,12,4,4,19,18,0.69,0.025,0.03,55,512,120,10,0.766653419,48.40260059,0.795976716,1.040649689,0.689967781,0.866010165,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-135856
20200808-142916,1,7352,1298,0.76,85,0.02101,0.01814,1.00E-05,8,5,2,24,17,0.69,0.0189,0.41,36,512,120,67,0.775291622,8.080521237,0.805819815,2.167572183,0.867524159,2.310485184,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-142916
20200808-145914,1,7352,1298,0.39,64,0.01853,0.00879,0.00065,25,7,4,57,36,0.36,0.0229,0.3,60,512,120,69,0.673351884,4.441631823,0.712421608,4.053117636,0.327099493,3.321479487,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-145914
20200808-152843,1,7352,1298,0.07,113,0.01668,0.00985,0.00377,8,3,3,28,20,0.66,0.0258,0.36,38,512,120,94,0.736172855,5.547490451,0.758646876,3.561320834,0.589970744,3.219374045,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-152843
20200808-160030,1,7352,1298,0.7,98,0.03446,0.04037,0.00225,27,5,3,58,17,0.54,0.012,0.09,18,512,120,95,0.730003297,0.829656925,0.73025316,0.829808035,0.841493624,1.093206244,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-160030
20200808-163242,1,7352,1298,0.11,115,0.02306,0.01214,0.00737,19,3,2,60,48,0.48,0.0294,0.33,18,512,120,50,0.681268036,6.636767354,0.690943635,0.902933314,0.35958778,0.283245255,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-163242
20200808-170507,1,7352,1298,0.5,89,0.01244,0.01707,0.02574,29,2,5,43,40,0.24,0.0015,0.05,64,512,120,46,0.728871763,1.816013785,0.733820546,0.961883058,0.609717029,0.636218282,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-170507
20200808-173619,1,7352,1298,0.16,115,0.02853,0.03607,0.00409,20,4,2,19,13,0.57,0.0035,0.21,24,512,120,116,0.75724858,0.951563748,0.75759939,0.9525314,0.92197361,1.334808906,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-173619
20200808-180938,1,7352,1298,0.03,94,0.01018,0.00839,0.00776,20,4,2,50,48,0.45,0.0056,0.09,36,512,120,31,0.689639688,3.982167489,0.723521286,0.950144002,0.450549614,0.311041033,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-180938
20200814-214752,1,7352,1298,0.27,64,0.03087,0.01269,0.00154,29,2,2,19,14,0.6,0.0049,0.14,37,512,120,56,0.74840492,1.412255247,0.759890401,0.889459777,0.741380823,0.843146673,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200814-214752
20200814-221816,1,7352,1298,0.21,64,0.0062,0.04204,0.01084,19,2,3,30,18,0.07,0.0052,0.28,29,512,120,47,0.704565525,1.129876529,0.710803437,0.920384927,0.39091121,0.260645043,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200814-221816
20200814-224747,1,7352,1298,0.27,67,0.0457,0.01935,0.0045,27,4,2,55,46,0.59,0.0055,0.03,39,512,120,66,0.696797252,1.036690492,0.705463284,0.8494041,0.598631275,0.542938186,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200814-224747
20200814-231720,1,7352,1298,0.19,91,0.02556,0.01154,0.01403,22,5,4,61,55,0.76,0.0099,0.04,20,512,120,39,0.729039609,1.359668599,0.73046717,0.857334788,0.732957125,0.814385243,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200814-231720
20200814-234845,1,7352,1298,0.15,12,0.02283,0.02843,0.0032,18,2,4,25,22,0.47,0.0045,0.65,39,512,120,77,0.71580863,0.954400364,0.755112928,1.008810906,0.526076227,0.460481626,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200814-234845
20200815-001735,1,7352,1298,0.15,57,0.04852,0.0145,0.01348,23,3,3,34,21,0.63,0.0342,0.28,16,512,120,28,0.735008419,8.194227709,0.751945651,0.90566261,0.665087295,0.672070792,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-001735
20200815-004704,1,7352,1298,0.55,86,0.02565,0.04107,0.00091,25,3,4,59,24,0.71,0.0393,0.15,51,512,120,98,0.7124331,7.578991108,0.741732448,1.861388988,0.71860528,1.789026893,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-004704
20200815-011728,1,7352,1298,0.57,71,0.01145,0.01006,0.01222,27,3,3,90,76,0.69,0.038,0.04,13,512,120,60,0.746311724,0.868885497,0.746670872,0.869728885,0.785491377,0.970474706,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-011728
20200815-014730,1,7352,1298,0.45,87,0.00594,0.01238,0.00064,28,2,5,33,25,0.57,0.0131,0.07,44,512,120,29,0.678971231,4.410056395,0.695290375,0.799275507,0.582375127,0.541213808,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-014730
20200815-021816,1,7352,1298,0.28,110,0.01737,0.02315,0.02191,10,6,2,9,5,0.29,0.0081,0.11,30,512,120,17,0.742524385,11.22068891,0.77094937,0.971238606,0.756284857,0.892307708,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-021816
20200815-025017,1,7352,1298,0.51,100,0.01711,0.03066,0.0004,5,5,5,47,44,0.39,0.0021,0.29,35,512,120,116,0.728951454,0.941268185,0.732300109,0.963988564,0.739835125,0.935427416,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-025017
20200815-032202,1,7352,1298,0.73,40,0.02977,0.03034,0.02954,18,6,4,47,36,0.56,0.0126,0.21,29,512,120,79,0.704687834,0.981213146,0.709981781,0.835546858,0.737303501,0.875233229,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-032202
20200815-035134,1,7352,1298,0.3,101,0.00646,0.02396,0.00415,27,3,4,73,36,0.75,0.0081,0.03,25,512,120,103,0.733682871,0.84586072,0.734280139,0.846696337,0.76471203,0.884697188,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-035134
20200815-042404,1,7352,1298,0.17,41,0.01253,0.01299,0.00635,14,2,4,14,9,0.23,0.005,0.39,34,512,120,35,0.698786378,1.028444683,0.725359935,0.932455557,0.476133132,0.39552087,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-042404
20200815-045308,1,7352,1298,0.36,72,0.03948,0.03029,0.00326,21,5,2,83,65,0.7,0.0021,0.24,50,512,120,41,0.689630091,3.47788253,0.725068146,1.04414649,0.650784266,0.794202229,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-045308
20200815-052259,1,7352,1298,0.24,123,0.00734,0.01784,0.01361,24,3,4,66,21,0.6,0.0031,0.02,36,512,120,61,0.732049346,0.896660696,0.734031236,0.87175259,0.807544434,1.00650377,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-052259
20200815-055712,1,7352,1298,0.35,83,0.03985,0.04297,0.00409,21,3,3,24,21,0.68,0.0163,0.38,33,512,120,47,0.722613275,11.34503468,0.746335906,2.357184348,0.644321001,2.132359534,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-055712
20200815-062652,1,7352,1298,0.29,127,0.00689,0.03794,0.02562,30,2,2,36,20,0.58,0.0086,0.09,55,512,120,31,0.690667689,6.673996702,0.702683121,0.871880259,0.539617491,0.53269772,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-062652
20200815-070008,1,7352,1298,0.1,23,0.02928,0.03457,0.00439,27,2,5,34,28,0.6,0.0122,0.23,28,512,120,48,0.719143748,1.152334072,0.745912367,0.913564057,0.574922669,0.514560538,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-070008
20200815-072919,1,7352,1298,0.14,127,0.01723,0.01117,0.01765,15,2,7,7,6,0.31,0.0381,0.09,24,512,120,15,0.700708687,65.19698753,0.738808459,0.900765322,0.505717942,0.464323914,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\model\20200815-072919
20200816-155220,1,7352,1298,0.2,106,0.01102,0.03598,0.02669,15,5,2,35,30,0.53,0.0229,0.07,12,512,120,19,0.71317929,1.920366365,0.720749366,0.855522285,0.669384074,0.688447931,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-155220
20200816-162438,1,7352,1298,0.1,96,0.01384,0.01342,0.00828,25,7,4,13,12,0.43,0.0113,0.05,20,512,120,23,0.70296216,1.41073098,0.725485551,0.851149882,0.682353044,0.70923138,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-162438
20200816-165645,1,7352,1298,0.56,120,0.01735,0.01791,0.0001,13,2,3,32,20,0.63,0.0098,0.29,37,512,120,34,0.719207466,15.66933964,0.738627422,1.33046807,0.687420952,1.182432683,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-165645
20200816-172857,1,7352,1298,0.39,107,0.01041,0.02705,0.01645,29,4,2,76,32,0.73,0.0093,0.42,26,512,120,42,0.699539065,3.625717611,0.716088784,1.035405908,0.607898426,0.789851088,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-172857
20200816-180044,1,7352,1298,0.48,44,0.03724,0.01564,0.00079,12,7,7,40,20,0.3,0.0033,0.1,31,512,120,75,0.717332184,0.88813179,0.718024677,0.875002252,0.730556881,0.856458251,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-180044
20200816-183038,1,7352,1298,0.42,82,0.0133,0.0083,0.00972,18,2,3,18,6,0.42,0.0159,0.27,18,512,120,26,0.7083655,2.499070389,0.717215991,0.828776183,0.658100188,0.690689976,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-183038
20200816-190019,1,7352,1298,0.29,57,0.02718,0.01654,0.00034,15,3,2,34,10,0.33,0.0064,0.24,35,512,120,36,0.69466114,1.953639347,0.710124415,0.895188747,0.541270494,0.502739918,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-190019
20200816-192942,1,7352,1298,0.47,109,0.02165,0.01968,0.0003,31,2,2,15,13,0.59,0.0184,0.25,15,512,120,108,0.736472845,0.85382963,0.736733037,0.854299682,0.767743719,0.906739061,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-192942
20200816-200143,1,7352,1298,0.8,106,0.02548,0.03111,5.00E-05,24,3,3,53,48,0.24,0.0113,0.21,16,512,120,50,0.716826856,1.061234544,0.717351562,0.869928125,0.805643171,1.058882157,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-200143
20200816-203342,1,7352,1298,0.05,57,0.04276,0.01318,0.00133,21,5,2,17,12,0.45,0.0243,0.17,32,512,120,61,0.697309852,3.54480299,0.720593864,1.004770069,0.448226014,0.466724361,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-203342
20200816-210300,1,7352,1298,0.75,106,0.0449,0.01387,0.00465,27,5,4,45,27,0.53,0.0185,0.64,40,512,120,56,0.682119191,40.4050298,0.721195346,23.80505005,0.642665768,23.59828488,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-210300
20200816-213500,1,7352,1298,0.37,108,0.02862,0.01881,0.00722,16,5,3,36,33,0.68,0.0338,0.06,32,512,120,62,0.725480914,4.718550662,0.726777315,0.865069342,0.661359996,0.671841904,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-213500
20200816-220648,1,7352,1298,0.48,90,0.03391,0.00518,0.02161,24,7,2,49,45,0.79,0.0071,0.05,22,512,120,43,0.741931558,1.433580016,0.744406575,0.861178993,0.850698072,1.10924061,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-220648
20200816-223808,1,7352,1298,0.5,81,0.00991,0.01147,0.00047,27,5,4,53,40,0.4,0.0263,0.5,45,512,120,110,0.677139342,3.425766936,0.716619563,3.449481716,0.376131946,2.813120062,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-223808
20200816-230806,1,7352,1298,0.44,102,0.01854,0.01572,0.00547,23,7,4,24,3,0.33,0.0342,0.73,32,512,120,34,0.690125167,33.36429086,0.754420745,16.4045714,0.537361234,16.06346792,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-230806
20200816-234001,1,7352,1298,0.23,81,0.04308,0.02155,0.00649,25,3,4,95,46,0.75,0.0016,0.25,36,512,120,108,0.742221355,1.11182499,0.756796473,1.015722248,0.958930409,1.503867117,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200816-234001
20200817-001004,1,7352,1298,0.37,108,0.02217,0.00855,0.00243,20,2,3,51,12,0.58,0.0148,0.44,33,512,120,37,0.702843964,15.73345801,0.729713249,2.868992953,0.540343726,2.44703294,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-001004
20200817-004119,1,7352,1298,0,95,0.02505,0.00605,0.00029,10,5,4,29,17,0.35,0.0118,0.54,35,512,120,119,0.718752086,4.37877771,0.740169907,3.530099753,0.362774971,2.75321037,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-004119
20200817-011148,1,7352,1298,0.28,127,0.01922,0.01409,0.00823,24,2,5,55,32,0.6,0.0099,0.25,57,512,120,60,0.695048332,8.567617879,0.722826594,3.442824973,0.495330277,2.959916696,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-011148
20200817-014557,1,7352,1298,0.09,6,0.03477,0.01939,0.00081,17,2,4,32,28,0.57,0.0261,0.3,13,512,120,25,0.736886859,1.015419989,0.757429016,0.938969693,0.642152101,0.629140486,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-014557
20200817-021443,1,7352,1298,0.32,93,0.01781,0.02863,0.01974,16,2,6,61,39,0.75,0.0211,0.06,24,512,120,38,0.756127894,2.026011493,0.762074429,0.901682336,0.723343027,0.770164337,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-021443
20200817-024532,1,7352,1298,0.39,120,0.01454,0.00671,0.00783,28,3,2,24,21,0.6,0.0082,0.14,21,512,120,35,0.720850289,2.20207428,0.726334119,0.830296759,0.746125072,0.84126625,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-024532
20200817-031810,1,7352,1298,0.63,114,0.03477,0.04561,0.00966,13,3,2,26,24,0.66,0.0062,0.13,27,512,120,47,0.741393566,2.487941353,0.741909075,0.858232958,0.845205426,1.095178512,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-031810
20200817-035029,1,7352,1298,0.53,86,0.01245,0.01135,0.00944,22,5,6,28,18,0.35,0.018,0.28,35,512,120,51,0.674283206,3.50785117,0.701275045,1.084596254,0.446432632,0.53970824,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-035029
20200817-042115,1,7352,1298,0.05,64,0.03968,0.02748,0.00082,24,2,4,56,49,0.51,0.0074,0.03,28,512,120,53,0.701759934,1.069161174,0.708845758,0.887260309,0.538378793,0.443207148,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-042115
20200817-045101,1,7352,1298,0.75,6,0.01392,0.02122,0.0176,24,2,2,82,74,0.45,0.0049,0.12,39,512,120,76,0.741031528,0.946207509,0.746942288,0.927900766,0.83398456,1.130967247,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-045101
20200817-052032,1,7352,1298,0.51,99,0.04933,0.02137,0.00016,10,5,3,56,49,0.26,0.0035,0.3,18,512,120,32,0.705778062,4.018199351,0.711452931,0.881077931,0.682369846,0.770732225,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-052032
20200817-055225,1,7352,1298,0.02,98,0.0098,0.0108,0.00058,22,5,2,58,27,0.69,0.0385,0.38,27,512,120,79,0.728366196,4.080592471,0.749362105,1.362488069,0.595780462,1.011350686,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-055225
20200817-062341,1,7352,1298,0.15,104,0.01314,0.027,0.00614,27,6,5,64,18,0.77,0.0187,0.1,34,512,120,62,0.745482326,2.535377391,0.762671757,0.918742039,0.687366259,0.802898524,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-062341
20200817-065611,1,7352,1298,0.38,78,0.0082,0.02742,0.01902,13,4,3,19,4,0.47,0.0282,0.17,37,512,120,30,0.733562112,9.739671203,0.758430547,0.949840922,0.704015583,0.89618281,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-065611
20200817-072548,1,7352,1298,0.06,90,0.04799,0.01769,3.00E-05,20,3,5,37,11,0.6,0.0052,0.05,55,512,120,63,0.727721035,1.412714396,0.738046545,0.911731707,0.592047262,0.64836147,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-072548
20200817-075630,1,7352,1298,0.03,91,0.03399,0.0336,0.00021,25,2,2,43,40,0.63,0.0084,0.13,19,512,120,36,0.716345668,3.209532181,0.723954242,0.86506206,0.62646144,0.601258185,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-075630
20200817-134845,1,7352,1298,0.44,75,0.02084,0.03873,0.01123,30,2,2,48,44,0.77,0.0016,0.17,74,512,120,99,0.727070212,1.002111341,0.734238112,1.054595079,0.801352721,1.168346788,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-134845
20200817-141944,1,7352,1298,0.79,120,0.00783,0.0163,0.01059,18,3,3,69,43,0.51,0.0386,0.08,17,512,120,46,0.727865398,1.030618835,0.72895695,0.879245801,0.793324655,1.013449288,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200817-141944
