timestamp,is_random_set,training records,validation records,spatial_dropout_prop,recurr_units,recurrent_regularizer_l1_factor,recurrent_regularizer_l2_factor,recurrent_dropout_prop,conv_units,kernel_size_1,kernel_size_2,dense_units_1,dense_units_2,dropout_prop,lr,lr_decay_rate,lr_decay_step,batch_size,epochs,best_training_step,best_val_rmse,val_loss,val_rmse__last_10_avg,val_loss__last_10_avg,train_rmse__last_10_avg,train_loss__last_10_avg,local_path
20200820-085744,1,7352,1298,0.85,28,0.03592,0.02632,0.00276,10,4,5,24,7,0.6,0.0308,0.39,43,512,120,80,0.75244385,2.962121859,0.769103599,1.712764828,0.92706483,2.114978091,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-085744
20200820-095550,1,7352,1298,0.06,39,0.04217,0.0053,0.00079,26,3,2,23,7,0.47,0.0184,0.33,34,512,120,59,0.708758295,3.23952284,0.729499221,1.160134324,0.460965347,0.669498439,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-095550
20200820-102818,1,7352,1298,0.87,100,0.01361,0.0399,0.00773,28,2,4,68,60,0.75,0.0136,0.23,39,512,120,109,0.781783223,1.588161989,0.794075787,1.441701717,0.871444893,1.629313416,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-102818
20200820-110156,1,7352,1298,0.22,69,0.03766,0.01156,0.00269,15,4,4,42,24,0.77,0.0254,0.44,10,512,120,7,0.775033176,29.40648628,0.800677586,0.990583439,0.77627871,0.896101915,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-110156
20200820-113410,1,7352,1298,0.07,85,0.01612,0.01006,0.00042,17,5,4,29,14,0.6,0.0021,0.35,39,512,120,33,0.729065239,2.395657687,0.775581592,1.136342112,0.783075505,1.093762462,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-113410
20200820-120522,1,7352,1298,0,112,0.02181,0.02265,0.00314,27,2,4,62,21,0.75,0.0177,0.18,33,512,120,17,0.768999934,30.32184031,0.798923481,1.166619703,0.709373659,0.9341196,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-120522
20200820-123810,1,7352,1298,0.5,59,0.00705,0.01461,0.0027,13,4,5,14,13,0.61,0.0219,0.13,38,512,120,40,0.705178022,1.126712509,0.728350443,0.862091211,0.703710473,0.809709692,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-123810
20200820-130906,1,7352,1298,0.29,90,0.01982,0.0164,0.00406,7,3,4,15,14,0.73,0.0127,0.2,73,512,120,63,0.789398611,13.28755561,0.80124383,3.444837029,0.80361886,3.483355735,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-130906
20200820-134052,1,7352,1298,0.34,116,0.00571,0.01392,0.01163,30,3,3,39,30,0.78,0.0124,0.39,55,512,120,13,0.742585242,6.711492236,0.80819689,1.876955525,0.723315698,1.653584051,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-134052
20200820-141434,1,7352,1298,0.42,22,0.04393,0.03292,0.00802,18,9,5,10,5,0.54,0.0106,0.04,39,512,120,37,0.817041337,2.47462849,0.819686186,1.07849782,0.876554835,1.180402395,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-141434
20200820-144810,1,7352,1298,0.2,91,0.00733,0.03229,0.00779,28,4,5,82,18,0.68,0.0377,0.5,10,512,120,16,0.73688364,8.084543732,0.765932298,0.912149498,0.651016515,0.679494864,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-144810
20200820-152149,1,7352,1298,0.63,63,0.03152,0.02381,0.0106,27,2,2,13,10,0.74,0.012,0.07,27,512,120,99,0.839907348,1.105305508,0.840427792,1.104105252,0.948524928,1.398337743,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-152149
20200820-155339,1,7352,1298,0.06,77,0.00796,0.0085,0.00574,16,2,2,13,9,0.66,0.0308,0.07,25,512,120,22,0.722856164,9.726310507,0.754225791,0.898283928,0.763270986,0.953679707,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-155339
20200820-162732,1,7352,1298,0.22,126,0.00767,0.04131,0.00097,30,2,3,15,6,0.59,0.0089,0.15,38,512,120,94,0.786682665,1.122504481,0.788613415,1.035530266,0.788552201,1.075764854,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-162732
20200820-170251,1,7352,1298,0.5,98,0.0197,0.0121,0.00428,29,4,2,89,80,0.69,0.0019,0.02,34,512,120,104,0.766680539,0.994256741,0.76689716,0.994181115,0.86863324,1.2082572,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-170251
20200820-173610,1,7352,1298,0.33,76,0.02211,0.03632,0.00379,28,6,2,26,18,0.73,0.0059,0.07,22,512,120,42,0.762378991,1.3254135,0.76742413,0.944771964,0.940081811,1.338476112,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-173610
20200820-180734,1,7352,1298,0.22,41,0.0355,0.00777,0.00015,22,6,4,29,26,0.74,0.0027,0.04,64,512,120,96,0.742249429,0.900211306,0.746360511,0.909448922,0.747350997,0.875973972,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-180734
20200820-183832,1,7352,1298,0.07,110,0.03041,0.01637,0.00392,31,4,4,49,18,0.77,0.015,0.01,53,512,120,46,0.701495588,34.08828125,0.754903585,0.90145074,0.677551955,0.777179775,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-183832
20200820-191201,1,7352,1298,0.25,48,0.03834,0.0171,0.00479,28,6,4,26,17,0.76,0.0043,0.04,41,512,120,69,0.776031435,1.018229011,0.776396942,0.926577739,0.85365904,1.077411234,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-191201
20200820-194320,1,7352,1298,0.53,69,0.0292,0.0322,0.02522,17,2,4,18,15,0.72,0.0122,0.24,30,512,120,116,0.774878085,1.088168407,0.775387299,1.050266425,0.810160679,1.161093436,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-194320
20200820-201358,1,7352,1298,0.05,126,0.00651,0.01168,0.00752,23,2,5,29,19,0.77,0.0272,0.36,42,512,120,38,0.70443958,18.11345738,0.74569152,3.075059647,0.627754563,2.872838953,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-201358
20200820-204817,1,7352,1298,0.02,114,0.02275,0.02326,0.00843,7,6,2,7,4,0.33,0.0104,0.12,20,512,120,16,0.779845655,19.60556177,0.823082739,1.033805088,0.789064378,0.953178592,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-204817
20200820-212150,1,7352,1298,0.12,71,0.02476,0.0086,0.00031,26,5,2,28,16,0.74,0.0035,0.26,61,512,120,38,0.746272147,3.498910704,0.824610382,1.702650108,0.744230682,1.552234147,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-212150
20200820-215239,1,7352,1298,0.12,36,0.02663,0.01154,0.01998,22,4,2,53,26,0.76,0.0373,0.15,35,512,120,40,0.769611955,1.944626231,0.780723745,0.968023868,0.702317101,0.779909501,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-215239
20200820-222247,1,7352,1298,0.37,75,0.0317,0.03488,0.02309,14,4,2,24,21,0.78,0.0366,0.49,18,512,120,22,0.800485492,22.39729608,0.829538208,1.582900847,0.806292951,1.520246694,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-222247
20200820-225320,1,7352,1298,0.24,14,0.03678,0.0492,0.00491,30,3,4,19,5,0.56,0.0365,0.44,39,512,120,23,0.739089012,2.515307764,0.792648417,1.229614039,0.73474887,1.146730945,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-225320
20200820-232305,1,7352,1298,0.44,23,0.02463,0.011,0.01418,29,5,3,47,13,0.18,0.0021,0.06,24,512,120,46,0.748091757,0.963240423,0.752071828,0.964696899,0.829742694,1.120336806,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-232305
20200820-235318,1,7352,1298,0.64,110,0.03951,0.02189,0.01057,20,3,7,36,15,0.77,0.0374,0.22,46,512,120,86,0.75428468,24.51071517,0.781998456,6.157390195,0.834484392,6.267665438,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200820-235318
20200821-002631,1,7352,1298,0.12,123,0.01266,0.0434,0.001,6,4,3,17,6,0.58,0.0099,0.12,45,512,120,70,0.781492651,2.34672519,0.785350382,1.109503394,0.742826623,1.056921567,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-002631
20200821-010025,1,7352,1298,0.4,44,0.01171,0.01977,0.01839,24,3,3,25,3,0.56,0.0151,0.15,31,512,120,11,0.806678593,3.190553803,0.864245814,1.19130999,0.918142396,1.292274272,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-010025
20200821-013038,1,7352,1298,0.22,100,0.02154,0.03222,0.00618,23,2,5,24,15,0.71,0.0205,0.07,24,512,120,14,0.733549654,27.82316153,0.75314278,0.873893361,0.735750991,0.858514513,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-013038
20200821-020307,1,7352,1298,0.05,96,0.01384,0.00605,0.0002,11,4,2,17,14,0.75,0.0124,0.24,26,512,120,28,0.767772794,2.070888571,0.783340555,0.988895512,0.750732541,0.943284413,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-020307
20200821-023436,1,7352,1298,0.9,74,0.03731,0.00605,0.0041,22,2,4,56,14,0.09,0.0089,0.07,21,512,120,106,0.833245099,1.187712836,0.833863533,1.187345069,0.966687071,1.46805727,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-023436
20200821-030546,1,7352,1298,0.7,109,0.01265,0.01183,0.01287,13,3,3,29,26,0.68,0.0056,0.17,43,512,120,119,0.740128696,1.019894468,0.741291451,0.984880002,0.794587821,1.131852259,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-030546
20200821-033849,1,7352,1298,0.15,47,0.0186,0.01863,0.01416,26,3,2,37,17,0.76,0.0393,0.05,58,512,120,34,0.756747603,10.89227657,0.804574859,1.274114518,0.743185186,1.193105705,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-033849
20200821-040901,1,7352,1298,0.23,84,0.01156,0.00807,0.00032,20,2,2,9,6,0.34,0.0024,0.39,40,512,120,88,0.7453053,1.085592538,0.76792677,1.117543386,0.830477059,1.268280741,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-040901
20200821-043959,1,7352,1298,0.01,48,0.03356,0.04125,0.00925,29,3,3,55,29,0.74,0.0213,0.06,40,512,120,61,0.764793217,1.572676854,0.782248205,0.989381382,0.672867972,0.716604844,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-043959
20200821-051025,1,7352,1298,0.08,20,0.01876,0.02951,0.01831,27,6,3,34,25,0.78,0.0346,0.15,49,512,120,41,0.730291665,2.596811991,0.767461109,0.932494199,0.67019102,0.771095064,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-051025
20200821-054026,1,7352,1298,0.65,102,0.01929,0.01382,0.0119,12,6,2,10,7,0.68,0.0274,0.1,52,512,120,51,0.771963418,34.28239558,0.834649903,1.400632999,0.929034042,1.668450884,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-054026
20200821-061239,1,7352,1298,0.31,90,0.01546,0.02127,0.0097,17,7,3,27,23,0.73,0.0026,0.12,42,512,120,112,0.769583941,0.995116147,0.77645638,1.009635577,0.998519623,1.543210912,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-061239
20200821-064452,1,7352,1298,0.03,71,0.03101,0.00745,0.00147,14,2,5,42,27,0.33,0.001,0.03,28,512,120,56,0.765299618,1.006896612,0.769949186,0.991806305,0.82615481,1.104976582,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-064452
20200821-071554,1,7352,1298,0.72,87,0.04742,0.02175,0.00092,9,4,3,28,16,0.68,0.0349,0.59,38,512,120,103,0.731595397,26.90535873,0.771304625,20.46557838,0.810333019,20.78501436,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-071554
20200821-074653,1,7352,1298,0.23,29,0.00943,0.03566,0.00485,28,2,3,63,14,0.74,0.0281,0.14,37,512,120,19,0.719006598,2.282190072,0.742066091,0.870532572,0.716639972,0.842124037,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-074653
20200821-081704,1,7352,1298,0.86,110,0.00515,0.02525,0.00308,13,4,3,37,20,0.49,0.0142,0.09,16,512,120,119,0.841028929,1.147805271,0.841192657,1.148109236,0.993704325,1.507947812,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-081704
20200821-085021,1,7352,1298,0.04,42,0.03395,0.01285,0.00707,28,3,7,31,17,0.7,0.0172,0.15,20,512,120,10,0.756661594,7.152630928,0.799918628,0.970568948,0.748620182,0.832744709,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-085021
20200821-120256,1,7352,1298,0.59,64,0.04643,0.0178,0.01497,22,4,2,5,3,0.34,0.0141,0.06,67,512,120,49,0.76085645,17.10416612,0.791459751,1.94776996,0.829105985,2.021774309,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-120256
20200821-123457,1,7352,1298,0.17,126,0.00555,0.02152,0.00064,26,4,3,39,30,0.79,0.0062,0.08,69,512,120,30,0.741329253,4.206025753,0.784473091,1.193823233,0.69249326,1.006962495,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-123457
20200821-131356,1,7352,1298,0.76,58,0.02077,0.00758,0.00996,17,6,2,25,24,0.77,0.016,0.22,31,512,120,62,0.791495323,2.524243525,0.801843828,1.03880845,0.881179565,1.262359935,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-131356
20200821-141620,1,7352,1298,0.08,101,0.02252,0.0272,0.00501,16,2,4,33,8,0.52,0.0392,0.7,33,512,512,50,0.701589882,39.33049731,0.754402268,1.166201686,0.534431267,0.819557628,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-141620
20200821-163917,1,7352,1298,0.08,101,0.02252,0.0272,0.00501,16,2,4,33,8,0.52,0.0392,0.7,33,512,120,22,0.712628543,56.14080544,0.770228839,19.62276372,0.577675992,19.28982685,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-163917
20200821-171144,1,7352,1298,0.01,50,0.01394,0.03952,0.00176,21,7,2,57,15,0.74,0.0071,0.4,31,512,120,82,0.764898479,1.165131728,0.781323993,1.043265817,0.667722589,0.85368758,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-171144
20200821-174153,1,7352,1298,0.34,24,0.03188,0.01618,0.00719,24,3,2,26,25,0.8,0.0212,0.13,33,512,120,27,0.744221389,3.220836403,0.770296001,0.894081026,0.770907634,0.93067048,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-174153
20200821-181148,1,7352,1298,0.63,104,0.02689,0.03551,0.01169,9,5,4,14,5,0.51,0.0074,0.1,62,512,120,62,0.80786413,14.05528344,0.83490755,2.362366474,0.887138802,2.489885978,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-181148
20200821-184411,1,7352,1298,0.31,116,0.01004,0.02573,0.00907,6,5,3,16,9,0.64,0.0055,0.04,53,512,120,102,0.74106133,1.04801716,0.744321549,0.891740463,0.772397524,0.950929296,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-184411
20200821-191735,1,7352,1298,0.08,106,0.0215,0.02322,0.02507,11,5,4,18,9,0.74,0.0028,0.54,43,512,120,119,0.799226701,1.967945946,0.814521807,2.220454686,0.876314002,2.324334039,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-191735
20200821-202139,1,7352,1298,0.17,63,0.02528,0.01314,0.01567,25,2,5,57,24,0.78,0.0154,0.38,22,512,120,18,0.746939898,10.28299456,0.790380436,1.048621271,0.717960578,0.87085027,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-202139
20200821-205227,1,7352,1298,0.11,67,0.03314,0.04269,0.00133,30,3,2,57,19,0.75,0.0035,0.23,49,512,120,36,0.729590952,3.968979826,0.794295704,1.127046884,0.763654631,1.033441729,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-205227
20200821-212312,1,7352,1298,0.41,15,0.00912,0.00533,0.00922,22,3,3,15,11,0.79,0.0321,0.24,37,512,120,30,0.84392786,1.63770422,0.899071574,1.253011359,0.969341773,1.429724835,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-212312
20200821-215410,1,7352,1298,0.27,83,0.03695,0.03256,0.01204,6,2,4,10,9,0.73,0.0385,0.27,46,512,120,18,0.808851421,60.82286238,0.846034706,5.409273229,0.844377214,5.432455069,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-215410
20200821-222528,1,7352,1298,0.43,67,0.00759,0.03444,0.01324,19,4,3,38,33,0.8,0.0148,0.08,21,512,120,35,0.784421444,1.182016631,0.786824286,0.92963959,0.831695205,1.020157024,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-222528
20200821-225726,1,7352,1298,0.57,121,0.00778,0.0184,0.01345,14,3,6,16,15,0.8,0.0064,0.28,67,512,120,109,0.823632777,2.302042993,0.832601696,2.323201367,0.906142879,2.484267276,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-225726
20200821-233203,1,7352,1298,0.58,123,0.02574,0.01745,0.01978,7,4,4,8,5,0.52,0.033,0.17,30,512,120,22,0.807390094,79.11429228,0.822709519,1.445096647,0.884088022,1.57748315,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200821-233203
20200822-000614,1,7352,1298,0.37,90,0.00697,0.01724,0.01071,17,4,2,15,12,0.73,0.019,0.27,45,512,120,85,0.739633858,2.592342062,0.749190754,1.316790013,0.749656934,1.373898136,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-000614
20200822-010931,1,7352,1298,0.12,106,0.03847,0.04326,0.02183,14,3,2,13,9,0.78,0.013,0.29,45,512,120,14,0.870724559,35.13815305,0.907910037,4.159468406,0.970238054,4.276886164,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-010931
20200822-014232,1,7352,1298,0.18,38,0.01853,0.03151,0.00149,23,3,4,19,17,0.73,0.0022,0.54,27,512,120,116,0.772526979,1.004331058,0.785463005,1.024833509,0.975234193,1.480344601,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-014232
20200822-021343,1,7352,1298,0.1,27,0.02369,0.02191,0.01015,17,4,4,35,13,0.78,0.0068,0.07,27,512,120,42,0.81300956,1.072353169,0.820319551,1.037481297,0.89509598,1.171921489,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-021343
20200822-024501,1,7352,1298,0.33,74,0.00831,0.03259,0.00791,8,5,2,5,3,0.33,0.0235,0.79,23,512,120,109,0.781713188,3.565579273,0.815244997,3.294113424,0.762105697,3.189710666,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-024501
20200822-034950,1,7352,1298,0.6,102,0.03246,0.01253,0.01426,6,2,5,7,4,0.67,0.0293,0.22,42,512,120,32,0.777116239,60.61263352,0.793803614,3.893839738,0.912838119,4.224500763,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-034950
20200822-042226,1,7352,1298,0.08,118,0.01057,0.04644,0.01148,29,4,4,91,76,0.69,0.0004,0.28,57,512,120,114,0.877145171,1.422975742,0.933931673,1.596674294,0.856171447,1.225966054,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-042226
20200822-045724,1,7352,1298,0.27,123,0.01608,0.02637,0.0149,23,4,4,10,8,0.73,0.0254,0.76,23,512,120,64,0.860007644,22.82779079,0.886264718,12.02238379,0.874063677,12.17612113,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-045724
20200822-053206,1,7352,1298,0.02,60,0.01172,0.02515,0.00458,27,2,3,55,9,0.78,0.0304,0.24,17,512,120,9,0.863182604,9.148802584,0.878038955,1.205509504,0.875951391,1.195148519,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-053206
20200822-060342,1,7352,1298,0.03,76,0.01893,0.00732,0.01784,13,2,4,9,7,0.73,0.031,0.54,29,512,120,21,0.850042343,21.67062173,0.906095493,3.881447941,0.883551288,3.902430996,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-060342
20200822-063456,1,7352,1298,0.2,107,0.01243,0.02487,0.00063,13,5,4,5,3,0.57,0.0394,0.05,29,512,120,27,0.808957398,35.963206,0.837186641,1.107789114,0.879714811,1.266403016,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-063456
20200822-070836,1,7352,1298,0.16,111,0.02593,0.04193,0.00192,15,6,4,25,3,0.68,0.0364,0.45,50,512,120,7,0.878560185,73.086102,0.965696704,15.57533012,0.923761463,15.54164543,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-070836
20200822-074222,1,7352,1298,0.17,66,0.00718,0.0112,0.00513,19,5,2,36,18,0.62,0.0012,0.18,34,512,120,63,0.772206485,1.037815813,0.783497536,1.031498665,1.060762298,1.780326861,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-074222
20200822-081358,1,7352,1298,0.29,26,0.03204,0.0311,0.00327,8,4,3,30,3,0.72,0.0135,0.7,30,512,120,51,0.787726581,2.19278869,0.823905808,1.698343992,0.843838286,1.833085062,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-081358
20200822-084501,1,7352,1298,0.77,115,0.04757,0.00768,0.00764,17,2,5,20,7,0.76,0.0138,0.12,25,512,120,48,0.920550287,6.16926486,0.928223062,1.381993488,1.026551998,1.569141247,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-084501
20200822-091901,1,7352,1298,0.78,121,0.0106,0.01596,0.00478,12,3,3,10,6,0.77,0.0072,0.27,46,512,120,115,0.906333625,1.936366689,0.909277219,1.825635975,1.004166698,2.050563633,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-091901
20200822-095339,1,7352,1298,0.6,43,0.03143,0.02056,0.00947,26,6,2,8,7,0.75,0.0061,0.22,45,512,120,41,0.891043425,3.443086136,0.901335973,1.373197399,0.994195545,1.613969218,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-095339
20200822-111800,1,7352,1298,0.82,96,0.0452,0.01491,0.00327,22,3,3,6,5,0.75,0.0243,0.75,24,512,120,67,0.921661496,34.64150336,0.968479437,20.63238081,1.050647247,20.8939188,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-111800
20200822-115228,1,7352,1298,0.94,84,0.01133,0.02001,0.00294,26,6,3,38,32,0.6,0.0358,0.38,12,512,120,47,0.95347333,2.387665178,0.954188085,1.549239863,1.029579091,1.609994716,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-115228
20200822-122436,1,7352,1298,0.08,126,0.01558,0.02433,0.0023,29,3,3,48,20,0.61,0.0007,0.17,31,512,120,58,0.922863007,1.625270536,0.943955898,1.523427325,1.250809872,2.482323463,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-122436
20200822-130354,1,7352,1298,0.96,54,0.04762,0.00955,0.02243,11,4,5,22,15,0.73,0.0182,0.47,33,512,120,116,0.977277637,2.753762167,0.979667169,3.226593022,1.065094769,3.274162145,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-130354
20200822-133550,1,7352,1298,0.45,19,0.04383,0.01928,0.00248,15,4,4,24,16,0.59,0.002,0.13,25,512,120,118,0.927969515,1.236007988,0.93010841,1.238793748,1.245876336,2.376981493,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-133550
20200822-141022,1,7352,1298,0.13,43,0.01874,0.0165,0.01502,19,3,4,25,24,0.69,0.004,0.06,14,512,120,28,0.774774432,1.046011111,0.798455983,1.074680115,1.084539104,1.8306292,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-141022
20200822-144112,1,7352,1298,0.24,75,0.02035,0.03382,0.00554,10,4,5,18,5,0.6,0.0045,0.04,25,512,120,87,0.964119613,1.265795626,0.965516353,1.26838244,1.217093122,2.259073249,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-144112
20200822-151434,1,7352,1298,0.06,48,0.03555,0.00554,0.02175,13,2,7,16,5,0.71,0.0049,0.33,20,512,120,98,0.951000631,1.241941955,0.953614444,1.225350759,1.138774884,1.92374893,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-151434
20200822-154642,1,7352,1298,0.29,100,0.01785,0.01457,0.00378,8,4,3,29,20,0.75,0.0057,0.01,15,512,120,12,1.178607225,7.907510023,1.216435945,1.890666095,1.415089464,2.891098826,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-154642
20200822-161915,1,7352,1298,0.33,125,0.02901,0.00531,0.01311,8,7,2,2,2,0.8,0.0297,0.3,35,512,120,14,1.035889268,78.6292119,1.068688738,3.955473625,1.083528662,3.962175569,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-161915
20200822-165306,1,7352,1298,0.32,58,0.04531,0.0236,0.00873,8,7,3,2,2,0.61,0.0321,0.49,25,512,120,114,0.957626641,3.895894808,0.965047538,3.233059695,1.033077002,3.340400509,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-165306
20200822-172306,1,7352,1298,0.32,58,0.0348,0.03218,0.00341,8,4,2,2,2,0.8,0.0207,0.26,49,512,120,31,1.032940507,16.43249306,1.074055779,2.765145986,1.081602776,2.751638606,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-172306
20200822-175256,1,7352,1298,0.03,33,0.01486,0.02079,0.0001,11,4,4,3,2,0.76,0.0204,0.23,29,512,120,29,1.027782321,3.730844166,1.063206685,1.766678178,1.077573764,1.774719008,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-175256
20200822-184217,1,7352,1298,0.16,55,0.0274,0.03048,4.00E-05,21,3,4,36,26,0.64,0.0123,0.37,17,512,120,63,0.706434608,1.22784393,0.718233043,0.850948788,0.594235206,0.561199663,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200822-184217
